UtilityName,StateName,CountyName,CityName,AvgCustomersTracked,MaxCustomersOut,CustomerHoursOutTotal,CustomerHoursTrackedTotal,RecordYear,RecordMonth
Versant Power,Maine,Penobscot,Levant,24,153,3265.0,17280.0,2017,11
Central Maine Power,Maine,Franklin,Fayette,1,4,46.66,735.34,2022,12
Central Maine Power,Maine,Somerset,Parlin Pond,26,54,28.99,19344.0,2018,7
Central Maine Power,Maine,Cumberland,Baldwin,874,1043,3959.18,650861.97,2021,1
Versant Power,Maine,Unknown,Saint John,161,323,542.17,115994.67,2017,9
Versant Power,Maine,Penobscot,Hudson,829,9284,158958.52,1194419.06,2020,4
Versant Power,Maine,Piscataquis,Sebec,513,664,577.39,382379.64,2020,7
Versant Power,Maine,Hancock,Gouldsboro,482,678,6255.1,358607.99,2018,3
Versant Power,Maine,Unknown,Great Cranberry Island,53,193,0.0,39793.49,2019,1
Central Maine Power,Maine,Somerset,Rockwood Strip T1r1,10,20,38.27,7440.0,2019,1
Versant Power,Maine,Penobscot,Mattamiscontis Twp,34,35,76.1,25904.58,2019,1
Versant Power,Maine,Aroostook,Fort Fairfield,691,2788,8284.16,499714.33,2017,10
Central Maine Power,Maine,Somerset,Lexington,158,374,7028.27,113977.84,2020,4
Central Maine Power,Maine,Franklin,Carthage,340,582,824.02,245502.94,2021,9
Central Maine Power,Maine,Oxford,Lovell,1359,4410,47267.75,978479.95,2018,11
Versant Power,Maine,Unknown,T1 R9 Wels,335,338,1255.26,241200.0,2018,9
Central Maine Power,Maine,Franklin,Lang,63,128,43.26,47065.48,2021,7
Versant Power,Maine,Hancock,Deer Isle,126,386,838.43,91310.0,2017,8
Central Maine Power,Maine,Piscataquis,Greenville,1847,2855,33722.38,1374452.91,2020,12
Central Maine Power,Maine,Sagadahoc,Bowdoinham,1647,2238,6383.63,1185867.05,2022,11
Central Maine Power,Maine,Knox,Washington,968,2444,1796.17,697401.28,2022,6
Versant Power,Maine,Hancock,Amherst,166,324,757.37,119668.65,2018,6
Central Maine Power,Maine,Hancock,Castine,772,775,0.0,573401.88,2023,7
Versant Power,Maine,Unknown,T3 Indian Purchase,6292,31760,149572.8,4449255.95,2016,12
Central Maine Power,Maine,Somerset,East Moxie,6,24,412.68,4320.0,2019,11
Versant Power,Maine,Unknown,Lakeview Plantation,457,14167,340008.0,340008.0,2017,12
Central Maine Power,Maine,Piscataquis,Greenville,1907,2657,4839.64,1419139.43,2022,1
Versant Power,Maine,Piscataquis,Williamsburg Twp,56,84,166.92,41731.51,2021,5
Versant Power,Maine,Aroostook,Merrill,72,247,1466.28,53691.68,2020,12
Central Maine Power,Maine,Franklin,Stetsontown,74,152,1016.15,55469.99,2019,10
Central Maine Power,Maine,Penobscot,Stetson,711,952,4344.49,529694.71,2020,8
Central Maine Power,Maine,Oxford,Stow,227,491,10296.53,168888.0,2020,12
Central Maine Power,Maine,Waldo,Burnham,743,2084,39860.34,534960.0,2017,11
Central Maine Power,Maine,Hancock,Penobscot,872,1466,2724.39,648767.99,2023,3
Versant Power,Maine,Penobscot,Greenfield Twp,161,321,350.17,115920.0,2021,9
Versant Power,Maine,Washington,T19 Md Bpp,40,41,36.27,28800.0,2021,4
Versant Power,Maine,Washington,Machiasport,377,528,3168.37,280488.0,2018,8
Central Maine Power,Maine,Piscataquis,Bowerbank,29,696,15781.17,19488.0,2018,2
Central Maine Power,Maine,Sagadahoc,Topsham,4908,5804,74550.15,3533759.8,2017,11
Versant Power,Maine,Hancock,Stonington,1083,2486,41264.9,806702.66,2017,10
Versant Power,Maine,Washington,Devereaux Twp,27,28,130.98,20120.16,2020,8
Central Maine Power,Maine,Kennebec,Vassalboro,2519,4654,44340.01,1874714.82,2020,12
Versant Power,Maine,Aroostook,T1 R8 Wels,32,63,553.74,23808.0,2022,12
Versant Power,Maine,Washington,Beals,401,420,6241.03,298344.0,2022,12
Central Maine Power,Maine,Somerset,Canaan,1217,2415,1309.68,876451.29,2021,4
Central Maine Power,Maine,Androscoggin,Livermore Falls,1701,2521,3873.76,1266222.32,2020,5
Eastern Maine Power Cooperative,Maine,Washington,Charlotte,1251,1260,418.35,931351.75,2022,7
Central Maine Power,Maine,Franklin,Wyman,162,4396,101454.66,120651.18,2017,12
Versant Power,Maine,Penobscot,Greenfield Twp,126,424,5308.34,93923.0,2017,10
Central Maine Power,Maine,Sagadahoc,Georgetown,1207,1301,2372.31,869507.66,2019,6
Versant Power,Maine,Hancock,Bucksport,161,363,4869.57,115920.0,2019,11
Central Maine Power,Maine,Oxford,Lower Cupsuptic,7,21,47.74,5208.0,2020,10
Versant Power,Maine,Penobscot,T3 Indian Purchase Twp,154,211,94.7,110880.0,2023,4
Versant Power,Maine,Penobscot,Corinna,17,18,50.99,13165.16,2020,7
Versant Power,Maine,Penobscot,Dixmont,110,237,812.49,79200.0,2023,4
Central Maine Power,Maine,Penobscot,Garland,61,124,2976.0,45384.0,2017,12
Central Maine Power,Maine,Knox,Rockport,2583,4624,70326.89,1860350.81,2020,4
Versant Power,Maine,Penobscot,Lee,594,595,826.96,427706.39,2020,9
Versant Power,Maine,Penobscot,Corinna,18,36,68.96,13392.0,2022,1
Versant Power,Maine,Unknown,Lucerne,417,718,12027.16,300240.0,2017,11
Versant Power,Maine,Unknown,Starboard,15,30,80.0,11160.0,2019,7
Eastern Maine Power Cooperative,Maine,Aroostook,Linneus,1036,1502,503.17,738546.38,2021,9
Versant Power,Maine,Aroostook,Dyer Brook,54,744,17856.0,40176.0,2018,1
Versant Power,Maine,Hancock,Osborn,45,124,807.88,32604.94,2018,11
Central Maine Power,Maine,Oxford,Andover,678,691,352.3,504432.0,2022,3
Central Maine Power,Maine,Somerset,Cambridge,280,1304,25721.83,208320.0,2020,12
Versant Power,Maine,Hancock,Waltham,219,223,191.86,162936.0,2021,7
Versant Power,Maine,Hancock,Sedgwick,773,785,276.22,556560.0,2018,4
Central Maine Power,Maine,Oxford,Otisfield,1391,4390,68209.4,1035192.1,2020,12
Versant Power,Maine,Unknown,Hancock Point,33,66,659.92,23760.0,2018,11
Central Maine Power,Maine,Androscoggin,Leeds,1133,1333,2661.33,815760.0,2017,9
Central Maine Power,Maine,Waldo,Morrill,452,453,472.78,304227.66,2018,2
Versant Power,Maine,Penobscot,Glenburn,2022,2139,2967.32,1504367.98,2018,8
Versant Power,Maine,Penobscot,Lowell,239,448,659.51,177816.0,2019,1
Versant Power,Maine,Aroostook,Washburn,850,1621,4351.55,632775.45,2020,12
Central Maine Power,Maine,Piscataquis,Wellington,184,881,14953.19,132481.84,2019,11
Eastern Maine Power Cooperative,Maine,Aroostook,Bancroft,483,571,857.45,347742.07,2021,9
Versant Power,Maine,Hancock,Hancock County Island,1,2,4.34,501.49,2020,4
Central Maine Power,Maine,Franklin,Freeman,254,261,8.56,187370.27,2023,7
Central Maine Power,Maine,Somerset,Sapling,14,434,10416.0,10416.0,2017,12
Versant Power,Maine,Aroostook,T16 R6 Wels,1,3,7.84,744.0,2022,7
Central Maine Power,Maine,Piscataquis,Greenville,1802,1992,1662.38,1340958.6,2019,3
Versant Power,Maine,Unknown,Barnard Twp,6304,36219,200211.97,4462927.96,2016,12
Versant Power,Maine,Penobscot,Lagrange,384,413,7234.51,276480.0,2017,11
Versant Power,Maine,Piscataquis,Orneville Twp,266,652,5201.15,191711.48,2019,11
Versant Power,Maine,Unknown,Cedar Lake Twp,67,95,932.73,49848.0,2017,12
Central Maine Power,Maine,Cumberland,Sebago,1697,2924,5459.91,1262689.99,2019,3
Central Maine Power,Maine,Penobscot,Corinth,20,41,432.08,14880.0,2020,12
Versant Power,Maine,Unknown,Cedar Lake Twp,67,136,618.69,49848.0,2018,10
Versant Power,Maine,Hancock,Brooksville,812,843,75.16,584640.0,2018,4
Versant Power,Maine,Penobscot,Edinburg,79,126,117.1,56880.0,2022,6
Versant Power,Maine,Unknown,Atkinson,6225,41281,320017.87,4496563.93,2016,12
Versant Power,Maine,Penobscot,Patten,383,384,69.45,285203.33,2019,8
Versant Power,Maine,Hancock,Stonington,1182,1353,1683.72,851400.69,2022,4
Versant Power,Maine,Hancock,Hancock,1663,1788,20511.91,1237271.96,2019,10
Central Maine Power,Maine,Androscoggin,Jay,14,30,42.53,10403.35,2023,5
Central Maine Power,Maine,Somerset,Jackman,772,1321,1481.25,556521.37,2020,11
Versant Power,Maine,Unknown,Orneville Twp,24824,25379,73410.9,17873278.82,2017,6
Central Maine Power,Maine,Franklin,Carthage,332,428,521.79,239536.84,2018,9
Versant Power,Maine,Penobscot,Woodville,114,2359,55495.17,82080.0,2017,11
Central Maine Power,Maine,Oxford,Riley,1,3,37.82,744.0,2022,12
Versant Power,Maine,Penobscot,Lee,596,1385,19832.88,429789.95,2019,11
Central Maine Power,Maine,Cumberland,Windham,9043,12023,37216.18,6511588.04,2018,11
Central Maine Power,Maine,Penobscot,Burnham,1,2,0.0,720.0,2021,6
Versant Power,Maine,Hancock,Stonington,1183,1229,9391.98,880227.81,2021,3
Central Maine Power,Maine,Franklin,Carthage,332,663,2939.51,239040.0,2017,11
Central Maine Power,Maine,Oxford,Byron,102,174,1123.64,75888.0,2018,1
Central Maine Power,Maine,Cumberland,Chebeague Island,604,628,3572.05,449202.52,2023,5
Versant Power,Maine,Washington,Beddington,242,243,1370.88,180048.0,2023,1
Versant Power,Maine,Piscataquis,Dover-foxcroft,16,82,1556.88,8023.84,2020,4
Versant Power,Maine,Washington,Northfield,209,480,5177.29,151130.33,2018,11
Versant Power,Maine,Unknown,Sutton Island,26,29,246.32,18720.0,2018,11
Versant Power,Maine,Aroostook,Ashville,23,44,133.07,17112.0,2018,3
Central Maine Power,Maine,Somerset,Smithfield,815,1874,26823.69,586990.03,2019,11
Versant Power,Maine,Unknown,Marion Twp,439,750,679.1,55973.72,2016,11
Central Maine Power,Maine,Oxford,Magalloway Plantation,73,367,1626.65,54344.66,2020,8
Central Maine Power,Maine,Somerset,Industry,15,22,69.1,11160.0,2023,3
Versant Power,Maine,Penobscot,Greenfield Twp,161,307,943.2,119784.0,2021,10
Central Maine Power,Maine,Waldo,Unity,1136,1220,402.91,845692.49,2020,7
Central Maine Power,Maine,Oxford,Hanover,299,302,0.69,220508.49,2023,8
Central Maine Power,Maine,Piscataquis,Monson,594,596,1374.65,442338.0,2019,8
Versant Power,Maine,Hancock,Winter Harbor,612,615,3472.46,455707.52,2020,10
Versant Power,Maine,Hancock,Frenchboro,71,142,1284.07,40823.31,2023,9
Central Maine Power,Maine,Somerset,Norridgewock,1782,1820,2053.56,1304491.95,2023,7
Central Maine Power,Maine,Franklin,Stetsontown,72,88,108.94,51840.0,2022,9
Central Maine Power,Maine,Piscataquis,Elliottsville,95,120,231.24,70680.0,2022,8
Central Maine Power,Maine,Oxford,Lincoln Plantation,88,1990,42838.16,63360.0,2017,11
Central Maine Power,Maine,Kennebec,Vienna,447,826,3912.6,333100.31,2019,1
Versant Power,Maine,Aroostook,Perham,216,431,925.43,160704.0,2020,12
Versant Power,Maine,Penobscot,Enfield,1047,1468,2102.85,746983.3,2023,6
Central Maine Power,Maine,Oxford,Hartford,739,1233,8804.83,532777.32,2019,11
Central Maine Power,Maine,Waldo,Montville,604,716,1906.22,449947.85,2020,1
Versant Power,Maine,Hancock,Orland,44,861,20481.59,32736.0,2017,12
Versant Power,Maine,Aroostook,Garfield Plt,62,126,630.41,46747.15,2020,12
Central Maine Power,Maine,York,Lebanon,3078,5509,108514.54,2290467.63,2017,10
Central Maine Power,Maine,Hancock,Castine,764,768,5.33,513567.85,2019,2
Central Maine Power,Maine,Somerset,Tomhegan,183,535,1436.75,131769.97,2020,9
Central Maine Power,Maine,Franklin,Davis,33,62,204.58,24552.0,2018,5
Central Maine Power,Maine,Oxford,Stoneham,362,631,3925.68,196780.77,2023,9
Central Maine Power,Maine,Somerset,Cornville,688,2909,51975.64,495410.82,2020,4
Central Maine Power,Maine,Somerset,Moxie Gore,26,80,243.89,19101.39,2022,12
Central Maine Power,Maine,Piscataquis,Bowerbank,30,60,54.86,22320.0,2019,3
Central Maine Power,Maine,Franklin,Wilton,2299,5220,79573.78,1710930.06,2020,12
Central Maine Power,Maine,Somerset,Highland Plantation,52,105,1284.08,29717.46,2023,9
Versant Power,Maine,Penobscot,Veazie,903,1838,26827.15,650160.0,2017,11
Central Maine Power,Maine,Oxford,Hebron,570,881,1472.98,424375.57,2022,8
Versant Power,Maine,Hancock,East Blue Hill,10,11,17.5,6205.0,2017,8
Versant Power,Maine,Unknown,Lucerne,24,72,147.33,17725.0,2017,9
Central Maine Power,Maine,Franklin,Madrid,196,330,622.8,145824.0,2018,1
Central Maine Power,Maine,Lincoln,Southport,1175,1182,809.31,846603.91,2023,4
Versant Power,Maine,Penobscot,Hermon,431,1336,10877.39,310502.58,2020,4
Central Maine Power,Maine,Knox,Warren,2312,2671,7764.22,1720778.84,2021,8
Central Maine Power,Maine,Cumberland,Raymond,3446,5574,10686.58,2564238.91,2020,10
Central Maine Power,Maine,Penobscot,Dixmont,501,1666,33718.49,360720.0,2017,11
Central Maine Power,Maine,Piscataquis,Willimantic,276,1426,10357.94,205415.79,2021,3
Versant Power,Maine,Penobscot,Bradford,625,1259,4326.89,465296.45,2021,3
Versant Power,Maine,Unknown,T30 Md Bpp,1,3,18.99,720.0,2018,11
Central Maine Power,Maine,Somerset,Lexington,156,306,5327.33,116064.0,2017,10
Central Maine Power,Maine,Piscataquis,Sebec,18,54,36.12,13392.0,2020,5
Central Maine Power,Maine,Somerset,Anson,695,1113,6447.6,501105.67,2018,11
Versant Power,Maine,Penobscot,Stacyville,138,140,358.4,102723.15,2021,3
Versant Power,Maine,Aroostook,Westmanland,117,345,631.77,87184.85,2020,12
Versant Power,Maine,Unknown,Starboard,15,30,180.02,11160.0,2018,8
Versant Power,Maine,Hancock,Brooksville,32,66,154.3,23147.67,2017,9
Versant Power,Maine,Unknown,T8 Sd,4345,8986,25337.07,1651590.25,2016,12
Central Maine Power,Maine,Piscataquis,Frenchtown,102,103,0.0,75959.83,2018,8
Versant Power,Maine,Piscataquis,Atkinson,186,793,15482.04,134341.49,2020,4
Central Maine Power,Maine,Oxford,Sweden,390,398,1436.24,290160.0,2022,3
Central Maine Power,Maine,Hancock,Orland,1596,2028,29074.98,1187963.79,2022,12
Versant Power,Maine,Piscataquis,Milo,1480,1753,771.44,1090306.93,2023,5
Central Maine Power,Maine,Franklin,Industry,579,2174,43193.38,430993.21,2020,12
Central Maine Power,Maine,Androscoggin,Leeds,1148,1450,2438.52,826668.32,2019,6
Central Maine Power,Maine,Sagadahoc,Arrowsic,289,796,14355.87,208080.0,2017,11
Versant Power,Maine,Aroostook,Benedicta Twp,190,671,5728.82,141360.0,2020,12
Central Maine Power,Maine,Knox,Cushing,1008,1275,2925.48,677844.46,2019,2
Versant Power,Maine,Hancock,Brooksville,154,2472,27576.16,120460.82,2017,10
Versant Power,Maine,Penobscot,Eddington,1219,3214,52919.57,877679.97,2017,11
Versant Power,Maine,Penobscot,Burlington,261,389,0.0,186972.35,2023,6
Central Maine Power,Maine,Oxford,Woodstock,1047,1230,13218.43,779365.9,2021,3
Central Maine Power,Maine,Somerset,Lexington,157,426,5500.76,117155.16,2019,10
Versant Power,Maine,Hancock,Orland,43,943,21184.82,31460.67,2017,11
Versant Power,Maine,Piscataquis,T1 R9 Wels,351,353,421.5,261794.15,2021,12
Central Maine Power,Maine,Somerset,Long Pond,93,333,2960.68,66960.0,2017,11
Central Maine Power,Maine,Somerset,Brighton Plantation,50,158,3490.28,37441.37,2020,12
Central Maine Power,Maine,Piscataquis,Sebec,13,27,98.6,7158.22,2023,9
Central Maine Power,Maine,Oxford,Stoneham,361,458,1243.8,260241.6,2022,9
Central Maine Power,Maine,Waldo,Freedom,389,423,319.51,280080.0,2018,4
Central Maine Power,Maine,Oxford,Hanover,290,467,595.89,215760.0,2021,12
Central Maine Power,Maine,Somerset,Lexington,170,480,4477.1,126480.0,2022,12
Central Maine Power,Maine,Lincoln,Newcastle,1281,1794,1780.34,953718.0,2020,7
Versant Power,Maine,Hancock,Great Pond,65,196,1009.58,48360.0,2021,3
Central Maine Power,Maine,York,Acton,2438,4300,12477.27,1814072.46,2019,7
Central Maine Power,Maine,Sagadahoc,Bowdoin,1472,2855,1800.02,1059969.45,2021,11
Versant Power,Maine,Washington,Dennysville,191,192,327.19,142104.0,2022,10
Central Maine Power,Maine,Oxford,Porter,908,1767,22338.56,675561.33,2017,10
Central Maine Power,Maine,Franklin,Davis,37,44,73.44,26640.0,2022,4
Central Maine Power,Maine,Franklin,Stetsontown,75,154,538.81,55800.0,2018,1
Central Maine Power,Maine,Franklin,Avon,309,530,3603.04,222480.0,2018,11
Versant Power,Maine,Piscataquis,Bowerbank,345,2846,44766.01,248671.5,2020,4
Central Maine Power,Maine,Piscataquis,Cove Point,7,14,171.5,5208.0,2017,10
Central Maine Power,Maine,Piscataquis,Dexter,7,8,100.8,5780.03,2022,12
Central Maine Power,Maine,Oxford,Lovell,1357,1869,6201.05,1009608.0,2018,1
Versant Power,Maine,Piscataquis,Brownville Junction,337,342,1633.45,250728.0,2019,7
Central Maine Power,Maine,Franklin,Freeman,235,593,1027.98,174840.0,2018,8
Versant Power,Maine,Aroostook,Portage,531,570,2410.97,395047.97,2018,10
Central Maine Power,Maine,Knox,Cushing,1031,1116,1777.79,743005.31,2020,9
Versant Power,Maine,Penobscot,Garland,495,496,610.58,368280.0,2019,3
Central Maine Power,Maine,Oxford,Lower Cupsuptic,7,29,435.0,5040.0,2019,11
Central Maine Power,Maine,Franklin,Temple,341,808,7395.65,245743.5,2019,11
Versant Power,Maine,Unknown,Trenton,2737,29800,255487.88,978309.34,2016,12
Versant Power,Maine,Aroostook,Frenchville,621,1050,25200.0,447120.0,2017,11
Central Maine Power,Maine,Somerset,Moxie Gore,28,56,181.82,20832.0,2018,3
Versant Power,Maine,Piscataquis,Milo,1416,3351,56339.07,1020573.22,2020,4
Versant Power,Maine,Penobscot,Lagrange,390,406,3469.31,290568.77,2018,10
Versant Power,Maine,Penobscot,Bradley,784,1065,2987.46,583678.62,2021,10
Central Maine Power,Maine,Oxford,Sumner,568,980,9596.17,422762.84,2017,10
Versant Power,Maine,Unknown,T4 Indian Purchase,7,13,12.83,5208.0,2017,10
Versant Power,Maine,Aroostook,Westmanland,120,275,228.32,86549.48,2022,9
Versant Power,Maine,Washington,Whiting,364,422,925.88,270816.0,2018,12
Versant Power,Maine,Penobscot,Greenbush,700,2895,39239.45,505125.08,2019,11
Versant Power,Maine,Penobscot,Chester,273,307,222.24,203112.0,2019,1
Eastern Maine Power Cooperative,Maine,Washington,Baring,4,22,59.0,2909.19,2020,1
Central Maine Power,Maine,Piscataquis,Kineo,35,140,82.64,26040.0,2018,5
Central Maine Power,Maine,Penobscot,Levant,1405,1409,3835.67,1012252.94,2021,11
Central Maine Power,Maine,Knox,St George,2378,2429,3982.6,1769316.63,2021,7
Versant Power,Maine,Penobscot,Lincoln,134,290,321.2,96869.67,2017,9
Central Maine Power,Maine,Piscataquis,Harfords Point,143,994,23463.49,106392.0,2018,1
Versant Power,Maine,Piscataquis,Sebec,537,557,394.24,399570.57,2023,1
Central Maine Power,Maine,Somerset,St Albans,1425,1669,20200.44,789374.07,2023,9
Versant Power,Maine,Piscataquis,Bowerbank,344,345,226.25,255936.0,2023,1
Versant Power,Maine,Aroostook,Washburn,13,36,120.33,10283.34,2017,8
Central Maine Power,Maine,Franklin,Industry,573,825,5856.51,426851.51,2018,5
Eastern Maine Power Cooperative,Maine,Washington,Robbinston,73,108,71.69,54371.83,2021,12
Versant Power,Maine,Penobscot,Glenburn,2059,3691,19783.26,1482992.97,2020,9
Versant Power,Maine,Penobscot,Alton,103,1461,15098.33,50276.99,2017,10
Central Maine Power,Maine,York,Hollis,2200,5317,79931.02,1637532.3,2017,10
Versant Power,Maine,Penobscot,Lagrange,391,692,7024.02,291380.01,2020,12
Versant Power,Maine,Penobscot,T3 Indian Purchase Twp,153,215,550.55,102816.0,2022,2
Central Maine Power,Maine,Franklin,Madrid,200,401,3362.06,139200.0,2020,2
Central Maine Power,Maine,Franklin,Madrid,200,283,3856.38,148800.0,2018,10
Central Maine Power,Maine,York,Arundel,2089,2984,34702.98,1554579.83,2023,1
Central Maine Power,Maine,Cumberland,Frye Island,551,557,2015.12,397424.48,2019,11
Central Maine Power,Maine,Androscoggin,OXFORD,4,10,94.18,2976.0,2022,12
Central Maine Power,Maine,York,Shapleigh,2402,4452,13227.3,1787449.27,2021,5
Central Maine Power,Maine,Lincoln,Waldoboro,2972,4652,67453.99,2211113.93,2017,10
Versant Power,Maine,Penobscot,Exeter,510,900,2194.52,379532.19,2020,10
Versant Power,Maine,Hancock,Otis,802,2505,31538.29,577967.33,2020,4
Eastern Maine Power Cooperative,Maine,Washington,Princeton,18,22,11.94,12578.83,2020,1
Central Maine Power,Maine,Somerset,Solon,734,1624,15229.72,414655.54,2023,9
Central Maine Power,Maine,Somerset,New Portland,678,907,10799.87,504822.48,2022,12
Eastern Maine Power Cooperative,Maine,Penobscot,Unknown,1575,1698,1932.04,1171799.99,2019,3
Versant Power,Maine,Washington,Perry,407,449,707.64,303471.29,2022,1
Central Maine Power,Maine,Lincoln,Wiscasset,2288,5458,82266.35,1647359.91,2017,11
Versant Power,Maine,Hancock,Great Pond,65,133,252.67,48584.35,2022,5
Versant Power,Maine,Hancock,Hancock County Island,1,2,2.83,744.0,2021,3
Eastern Maine Power Cooperative,Maine,Washington,Topsfield,33,40,83.36,22226.76,2022,2
Versant Power,Maine,Penobscot,Orrington,1947,1973,1648.3,1448534.18,2019,5
Eastern Maine Power Cooperative,Maine,Washington,Perry,297,426,2833.15,169250.97,2023,9
Central Maine Power,Maine,Knox,Owls Head,1243,1292,20562.68,894960.0,2017,11
Central Maine Power,Maine,Lincoln,Bremen,669,830,3691.68,465624.0,2020,2
Versant Power,Maine,Unknown,Town Hill,331,683,4552.76,238825.98,2018,11
Central Maine Power,Maine,Franklin,Carthage,331,569,2570.39,246475.68,2019,1
Versant Power,Maine,Hancock,Mariaville,434,945,1386.01,323184.6,2021,7
Central Maine Power,Maine,Franklin,Rangeley Plantation,564,565,107.32,419906.52,2019,12
Versant Power,Maine,Penobscot,Old Town,3907,8430,21235.85,2813039.91,2018,11
Versant Power,Maine,Unknown,"T2, R4, 6,7,8",57,176,4192.07,42408.0,2018,3
Central Maine Power,Maine,Waldo,Winterport,1673,1950,1130.7,1245392.73,2022,3
Central Maine Power,Maine,Oxford,Lower Cupsuptic,13,18,15.02,9672.0,2022,7
